life_expectancy,infant_deaths,hiv_aids,gdp_capita,schooling,percentage_expenditure,alcohol
62.3,2,7,8754.113376,12.5,145.318282,Consumed
61.7,2,8,763.66223,12.4,52.31086276,Consumed
61.6,2,8.9,194.2746,12.4,11.05422474,Consumed
61.6,2,10,8352.81711,12.4,545.4389573,Consumed
61.4,2,10.7,727.777345,12.4,40.53719812,Consumed
65,2,10.9,6741.2939479999995,12.4,353.2438029,Consumed
74.5,1,0.1,4429.6575,13.5,221.482875,Consumed
74.5,1,0.1,4274.376857,13.5,180.3787034,Consumed
74.2,1,0.1,4142.869175,13.4,158.2576025,Consumed
73.9,1,0.1,3725.63221,13.3,198.94876,Consumed
73.8,1,0.1,2964.47734,13.3,194.1732658,Consumed
73.2,1,0.1,276.588512,12.8,18.5314303,Consumed
73.9,1,0.1,3174.9491,13.1,151.762567,Consumed
74.4,1,0.1,2492.12878,12.5,106.164686,Consumed
73.9,1,0.1,1872.68416,12.6,110.1138286,Consumed
73.9,1,0.1,153.57521,12.2,9.444875415,Consumed
72.3,1,0.1,127.367228,12,7.132564768,Consumed
72.7,1,0.1,928.18227,11.8,70.54185252,Consumed
71.7,2,0.1,779.3845935,11.8,60.55818291,Consumed
73,2,0.1,733.974142,11.7,57.10318825,Consumed
71.8,2,0.1,691.997711,11.4,47.81704183,Consumed
62.1,37,0.8,1432.227943,11.7,97.67794571,Negligible
61.9,38,0.9,1814.492297,11.5,28.66897829,Negligible
61.6,39,0.9,1629.8222,11.2,151.899429,Negligible
61.2,40,1.3,1574.978653,10.9,225.2219474,Consumed
69,40,1.9,1312.67557,10.5,195.9824626,Consumed
66,41,2.1,186.76538,10.4,30.72290501,Consumed
63,41,2.2,1224.41554,9.8,161.0106435,Consumed
59.9,41,2.6,19.686718,9.1,3.181373629,Consumed
59.4,41,2.9,922.9351677,8.7,129.0263364,Consumed
58.9,41,3.1,498.172394,8.1,78.71123825,Consumed
58.3,41,3.2,423.1936389,7.7,53.23775977,Consumed
57.9,41,3.4,373.2815537,7.9,31.09435342,Consumed
57.6,42,3.5,39.484473,7.6,3.336437969,Consumed
88,0,0.1,21673.7817,17.2,2163.043414,Consumed
86,0,0.1,21874.8195,17.1,2183.106986,Consumed
84,0,0.1,22242.68193,16.8,2528.992935,Consumed
85,0,0.1,25916.29353,16.7,3192.887363,Consumed
83,0,0.1,26917.75898,16.4,3189.754439,Consumed
80,0,0.1,2971.973,16.2,372.6854142,Consumed
79.9,0,0.1,31997.2821,15.9,3682.88717,Consumed
79.4,0,0.1,28827.32636,16.4,3632.243121,Consumed
79.7,0,0.1,2481.15781,16.3,318.5806628,Consumed
79.3,0,0.1,22551.73574,15.6,2785.139364,Consumed
79.2,0,0.1,21955.149,15.3,287.6124519,Consumed
79.1,0,0.1,18477.57841,15.2,2124.921517,Consumed
79,1,0.1,1411.31339,14.6,160.8897265,Consumed
78.7,1,0.1,12538.17883,14.2,1403.022211,Consumed
78.2,1,0.1,1242.95373,13.9,122.1823517,Consumed
71.7,10,0.4,3687.763767,10.7,657.5282797,Consumed
71.4,11,0.4,3452.828934,10.7,582.1469583,Consumed
71.3,11,0.4,3299.65139,10.6,484.7187892,Consumed
71.1,11,0.4,3187.845296,10.5,457.7745845,Consumed
77,12,0.4,2825.5247,10.5,443.3248254,Consumed
76,12,0.4,2635.753474,10.4,445.4423371,Consumed
79,13,0.4,2794.22189,10.4,472.2234994,Consumed
75,13,0.4,2489.955836,10.1,380.9632429,Consumed
69.7,14,0.4,2256.56724,9.8,352.0244894,Consumed
69.2,14,0.4,277.83438,9.6,41.50845637,Consumed
58.1,27,0.5,561.997387,8.6,50.57976483,Negligible
58.8,27,1,54.169324,8.5,5.140668848,Negligible
58.4,28,1.9,52.3485646,8.5,4.344930862,Negligible
58.1,28,2,459.2912,8.4,42.2547904,Negligible
57.8,29,2.2,438.7513346,8.3,29.74734049,Negligible
57.3,29,2.3,436.6895539,8.1,24.84763562,Negligible
56.8,30,2.3,437.4467238,7.9,19.68510257,Negligible
56.4,31,2.4,49.456775,7.6,1.399626733,Negligible
58.4,4,3.4,642.6256154,9.2,50.06053544,Negligible
58.1,4,4.5,61.566347,9.1,8.20063742,Negligible
57.6,4,5.3,67.7518833,9.1,0.948526366,Negligible
57.1,4,5.7,692.69989,9,40.45367358,Consumed
56.7,4,5.9,543.957418,8.9,53.30782696,Consumed
56.3,4,6,544.222779,8.9,47.12969266,Consumed
66,0,0.3,43.82321,10.3,4.141293345,Consumed
65.9,0,0.3,3944.178173,10.3,345.9044258,Consumed
65.8,0,0.3,3785.935665,10.6,497.4719464,Consumed
65.6,0,0.4,3439.597513,10.3,536.2332523,Consumed
65.9,0,0.4,326.281212,10.2,48.02859441,Consumed
66.1,0,0.3,2716.35256,10.5,466.6693698,Consumed
66.3,1,0.8,2576.124957,10.7,493.3279293,Consumed
65.7,1,1.9,2327.58324,11.2,362.8702271,Consumed
65.2,1,1.1,1945.6395,11.7,170.6325842,Consumed
65,1,1.8,198.455216,11.4,17.46405901,Consumed
65.1,1,1.9,145.58861,11.2,1.776181042,Consumed
65.3,1,2.1,986.7958173,11.1,16.47949015,Consumed
65.3,1,2.3,96.8674827,11,10.9363388,Consumed
65.4,1,1.7,925.582546,10.9,15.54978677,Consumed
63.1,14,0.5,83.1148117,9.1,5.103249438,Negligible
62.7,14,0.5,81.265673,9.1,4.989712322,Consumed
74.5,3,0.3,2242.711912,11.4,345.3776344,Consumed
74.3,4,0.4,2136.77395,11.6,311.7553193,Consumed
74.1,4,0.4,2178.38325,11.6,363.5721644,Consumed
73.9,4,0.4,212.584798,11.7,32.16407994,Consumed
73.6,4,0.4,1932.85829,11.5,302.1057507,Consumed
73.4,4,0.5,1815.489496,11.3,286.1211446,Consumed
73.2,4,0.6,1751.595857,11.1,231.9112915,Consumed
73,5,0.7,1592.572182,10.9,222.4823338,Consumed
72.8,5,0.8,1437.628785,10.8,192.9297829,Consumed
72.5,5,0.9,1311.741714,10.6,203.7134882,Consumed
72.2,5,1.2,1217.657961,10.4,188.2499208,Consumed
71.9,6,1.4,1157.3427,10.3,194.4335736,Consumed
71.6,6,1.5,1132.8721,10.1,154.8636161,Consumed
71.3,6,1.6,113.4546,9.9,15.36175284,Consumed
71,6,1.7,188.783165,9.8,28.80831098,Consumed
68,957,0.2,1573.11889,11.6,86.52153895,Consumed
67.6,1000,0.2,1452.195373,11.5,67.67230438,Consumed
67.3,1100,0.2,1446.98541,11.3,64.96964491,Consumed
66.8,1100,0.2,1461.671957,10.8,64.6059005,Consumed
66.4,1200,0.2,1345.77153,10.4,57.73359864,Consumed
66,1300,0.2,19.317765,10.5,0.844186331,Consumed
65.5,1300,0.3,991.484634,10.2,43.03043312,Consumed
65.2,1400,0.3,118.166373,9.9,5.234770324,Consumed
64.8,1500,0.3,792.259698,9.7,34.85942671,Consumed
64.4,1500,0.3,77.819,9.4,3.5096369,Consumed
64,1600,0.3,621.3183767,9.2,27.33800857,Consumed
68.9,119,0.3,3491.595887,12.9,200.0684443,Negligible
68.7,124,0.3,362.663981,12.9,22.8478308,Negligible
68.5,129,0.3,3687.953996,12.6,254.4688257,Negligible
68.3,134,0.3,3634.27685,12.3,211.8783404,Negligible
68.1,138,0.3,3113.48635,12.1,190.5453646,Negligible
67.9,143,0.3,2254.44566,11.7,125.7980678,Negligible
67.7,149,0.2,216.52766,11.7,10.26341108,Negligible
67.5,154,0.2,1855.93915,11,102.633435,Negligible
67.3,159,0.1,1586.254,10.9,72.0159316,Negligible
67.2,163,0.1,126.928834,11.1,5.381782562,Negligible
65.3,174,0.1,1148.56996,11,55.36107207,Negligible
66.9,173,0.1,164.59447,10.8,8.460155758,Negligible
66.7,177,0.1,899.5556857,10.6,43.17867291,Negligible
66.5,182,0.1,747.9817455,10.6,33.95837125,Negligible
66.3,187,0.1,78.92744,10.7,3.43334364,Negligible
67.9,32,0.1,673.74737,10.1,43.5240801,Negligible
69.5,32,0.1,6925.22446,10.3,447.3695001,Negligible
76,32,0.1,6651.12242,10.5,429.6625083,Negligible
77,32,0.1,5854.614497,10.4,285.119726,Negligible
76,32,0.1,452.74948,10.4,21.82252494,Negligible
74,32,0.1,3735.144836,10.3,185.6366983,Negligible
69.3,32,0.1,4521.3247,10.3,192.1562998,Negligible
65.9,31,0.1,3129.224922,10.2,146.7606488,Negligible
64.7,31,0.1,2351.812429,10.2,75.25799773,Negligible
66.8,31,0.1,1849.63911,10.1,59.18845152,Negligible
67.2,30,0.1,1391.816923,9.8,44.12059646,Negligible
82.2,1,0.1,37582.84624,16,4348.33531,Consumed
82.1,1,0.1,36393.66932,15.9,4279.895512,Consumed
81.8,1,0.1,32569.59683,15.9,3830.184587,Consumed
81.8,1,0.1,33657.15727,15.8,3793.161624,Consumed
81.7,1,0.1,3661.994,15.7,409.4109292,Consumed
81.5,1,0.1,27795.87671,15.6,508.6645438,Consumed
81,1,0.1,29657.4421,15.8,471.5533294,Consumed
84,1,0.1,258.637,15.7,4.3451016,Consumed
84,1,0.1,2195.1769,15.7,33.58620657,Consumed
80,1,0.1,2611.17931,15.8,250.9343317,Consumed
81,1,0.1,19888.172,15.9,1895.342792,Consumed
79.7,1,0.1,18946.99942,16,1731.755747,Consumed
79.3,1,0.1,18431.15696,15.3,1701.195787,Consumed
79.3,1,0.1,236.19646,15.1,22.27332618,Consumed
78.9,1,0.1,2152.1432,15.2,199.9341033,Consumed
75.8,1,0.5,4855.743789,12.8,427.3054534,Consumed
75.6,1,0.6,56.144952,12.8,5.457289334,Consumed
75.3,1,0.5,521.33363,12.8,37.17108782,Consumed
75.2,1,0.6,513.549487,12.8,33.17529686,Consumed
75,1,0.5,4682.728424,12.7,396.6270975,Consumed
74.7,1,0.6,4293.383274,12.7,235.7067417,Consumed
74.5,1,0.4,492.492378,12.6,31.76575838,Consumed
74.2,1,0.9,462.517913,12.5,25.62349238,Consumed
74,1,1.5,4313.1682,12.5,194.092569,Consumed
73.5,1,1.9,482.24762,12.4,16.97511622,Consumed
73.3,1,2.3,3719.97351,11.1,192.3226305,Consumed
73.1,1,2.3,3465.221998,11.9,155.5884677,Consumed
74,4,0.1,466.94775,13.1,63.8784522,Negligible
73.9,4,0.1,3992.86717,13.1,546.6235156,Negligible
73.7,4,0.1,387.753211,12.9,67.70171064,Negligible
73.6,4,0.1,387.324145,13.1,68.86623298,Negligible
73.4,4,0.1,3679.19275,13.2,715.9709092,Negligible
73.3,4,0.1,3492.1396,13.6,668.7447334,Negligible
73.1,4,0.1,3385.69665,13.6,535.2786404,Negligible
73,4,0.1,2762.86354,13.6,373.2628643,Negligible
72.8,4,0.1,2537.349,13.7,313.3626015,Negligible
72.4,4,0.1,223.83787,13.8,27.44252286,Negligible
72.5,4,0.1,261.456882,13.5,32.52523612,Negligible
72.3,4,0.1,1889.213962,13.2,228.7838108,Negligible
72.1,4,0.1,1812.288374,13,259.1572375,Negligible
71.9,4,0.1,1728.2659,12.7,248.697463,Negligible
71.7,4,0.1,1657.889256,12.6,227.296617,Negligible
69.9,5,0.1,1286.56511,15,24.44473709,Consumed
69.5,5,0.1,1389.8561,15,26.4072659,Consumed
69.1,6,0.1,12387.18982,14.7,235.3566066,Consumed
68.5,7,0.1,11634.42422,14.4,179.170133,Consumed
67.8,7,0.1,97.649972,14.5,11.1516268,Consumed
67.8,7,0.1,7165.2775,14.6,808.243302,Consumed
66.6,8,0.1,8513.564645,14.6,708.3285785,Consumed
65.3,8,0.1,6771.414797,14.7,499.730412,Consumed
65,8,0.1,5291.57565,14.3,76.19868936,Consumed
64.6,8,0.1,3771.278957,13.9,351.8603267,Consumed
64.7,8,0.1,2874.288291,13.5,33.91660183,Consumed
64.4,8,0.1,268.123657,13.1,23.43400762,Consumed
64.7,8,0.1,1658.31146,12.7,145.1022528,Consumed
64.4,8,0.1,149.926751,12.3,12.60883976,Consumed
63.9,9,0.1,1229.958,12.1,112.541157,Consumed
62.9,56,2.9,1335.6458,11.1,170.9626624,Negligible
62.6,58,3,1229.114798,11.1,165.9304977,Consumed
62.1,59,3,1155.2582,11.1,154.2269697,Consumed
61.2,60,3.4,987.4453967,11.1,109.7051836,Consumed
63,61,4.3,967.34773,11.1,56.58984221,Consumed
59.1,62,5,92.816252,10.7,7.146851404,Consumed
57.9,64,6.4,916.8992515,10.4,60.5153506,Consumed
56.8,66,9.1,839.181117,10.1,59.83361364,Consumed
55.3,68,10.3,697.66385,9.7,52.60385429,Consumed
54.1,70,11.6,519.7999346,9.6,39.55677502,Consumed
53,72,13.2,458.8843551,8.9,36.29775249,Consumed
52.4,74,14.5,436.6875357,8.2,35.85204668,Consumed
52.1,76,15.7,395.8493511,8.5,32.73674134,Consumed
66.1,0,0.1,1684.54274,11.9,97.87193319,Negligible
65.8,0,0.1,1724.361737,11.9,137.2591943,Negligible
65.7,0,0.1,1763.815497,11.9,147.4549755,Negligible
65.5,0,0.1,1692.613277,11.9,30.46703899,Negligible
65.3,0,0.1,1493.1651,11.9,18.21661422,Negligible
65.2,0,0.1,1297.285141,11.9,162.2903711,Negligible
65.1,0,0.1,1413.3234,11.6,167.6201552,Negligible
65,0,0.1,1357.632211,11.8,188.7108773,Negligible
65,0,0.1,1151.555618,12.1,18.19457876,Negligible
64.9,0,0.1,1214.556667,12.2,111.7392134,Negligible
64.8,0,0.1,113.6286,12.4,10.6242741,Negligible
64.7,0,0.1,115.3865,11.6,1.76541345,Negligible
64.6,0,0.1,826.58554,11.7,70.75572222,Negligible
64.3,0,0.1,734.9492461,10.4,59.97185848,Negligible
64.1,0,0.1,796.7937634,10,11.07543331,Negligible
74.8,1,0.1,8161.4614,13.3,140.3771361,Consumed
74.9,1,0.1,846.285153,13.3,14.55610463,Consumed
75,1,0.1,8787.94668,13.3,151.1526829,Consumed
75,1,0.1,8734.9653,13.2,835.0626827,Consumed
74.9,1,0.1,8763.826274,13.3,805.3956346,Consumed
74.7,1,0.1,84.268878,13.2,8.140373615,Consumed
74.5,1,0.1,712.775759,13.1,69.13924862,Consumed
74.4,1,0.1,614.271115,12.9,8.906931168,Consumed
74.1,1,0.1,5372.65899,13.2,534.5795695,Consumed
73.9,1,0.1,5339.441291,13.7,630.0540723,Consumed
73.7,1,0.1,5424.22356,14.2,618.3614858,Consumed
73.5,1,0.1,5425.6697,14.8,527.9176618,Consumed
73.2,1,0.1,5436.595223,15.2,70.13207838,Consumed
73,1,0.1,5253.122599,15,510.6035166,Consumed
72.7,1,0.1,5334.93329,14.9,404.3879434,Consumed
52.1,4,9.4,1174.839214,10.8,162.1278115,Negligible
52.1,4,9.6,1196.1335,11.1,153.3443147,Negligible
52.2,4,9,1281.516,11,168.1348992,Negligible
52.3,4,10.5,1352.38433,11,195.825251,Consumed
51.1,4,13.4,1173.26212,10.9,154.8705998,Consumed
49.4,4,18.2,923.136931,10.8,104.3144732,Consumed
47.8,5,27.3,934.428563,10.7,91.85432774,Consumed
46.2,4,30,918.432717,10.6,9.18432717,Consumed
45.3,5,34.1,915.775754,10.7,71.15577609,Consumed
44.5,5,34.8,862.9463118,10.7,57.90369752,Consumed
44.8,5,34.6,781.5145936,10.7,67.91361818,Consumed
45.5,5,33.8,63.636279,10.5,5.300902041,Consumed
58.1,8,0.9,458.4651734,9.9,54.37396957,Negligible
61.1,9,1.1,454.1222236,9.8,45.04892458,Negligible
67,9,1.2,415.361958,9.6,48.09891474,Negligible
62,9,1.5,379.689583,9.5,60.44658161,Consumed
59.7,9,1.8,327.42597,9.6,41.91052416,Consumed
59.2,10,2.1,33.667491,9.7,5.592170255,Consumed
58.6,10,2.4,232.61732,9.8,40.03344077,Consumed
65.1,29,0.3,452.4631926,10.3,5.339065673,Negligible
64.7,29,0.4,461.723722,10.3,79.50882493,Negligible
64.3,30,0.4,443.9611,10.2,59.97914461,Negligible
63.8,31,0.4,454.963464,10.2,78.79967196,Negligible
63.3,32,0.5,412.739341,10.2,76.60442169,Negligible
62.8,33,0.5,415.6893226,9.7,71.16601203,Negligible
62.3,34,0.5,47.733254,9.4,6.448762615,Negligible
61.9,35,0.6,377.8482928,9.1,55.43034455,Negligible
61.4,36,0.6,292.157443,9,38.41870375,Negligible
69,37,0.6,274.819723,8.9,33.74786198,Negligible
64,38,0.6,245.1235876,8.7,23.72796328,Negligible
59.9,40,0.7,316.7998965,8.5,37.12894787,Negligible
59.3,41,0.7,262.2859481,8.3,47.5262138,Negligible
57.6,27,5.1,354.7253961,10.7,59.48744893,Negligible
56.7,29,6.3,332.922339,10.7,55.83107625,Negligible
55.3,31,8.3,374.51882,10.7,82.76865922,Negligible
54.1,32,11.2,512.125451,10.6,13.77617463,Consumed
52.9,35,13.7,458.8681744,10.2,9.728005297,Negligible
51.5,36,14.9,42.7379657,9.9,7.915071248,Consumed
50,36,16.9,372.842678,9.6,74.34482999,Consumed
48.5,37,19.3,32.2227274,9.7,4.269511381,Consumed
47.1,38,21.1,297.6971211,9.6,6.847033785,Consumed
46,39,22.4,28.3673842,9.7,5.670640102,Negligible
45.1,40,23.4,274.2256294,10,58.13583343,Consumed
44.6,43,24.2,26.152517,10.3,4.375316094,Negligible
44,46,24.7,29.9798977,10.4,3.885394742,Consumed
74.8,4,0.1,11183.96191,13,721.3655432,Negligible
74.6,3,0.1,1882.27842,12.9,110.6779711,Negligible
74.5,3,0.1,1779.49641,12.9,101.609245,Negligible
74.3,3,0.1,145.1262,13,9.23002632,Negligible
74.1,3,0.1,971.356987,12.8,65.56659662,Negligible
74,3,0.1,7326.744435,12.6,431.5452472,Negligible
73.8,3,0.1,8513.629541,12.5,438.4519214,Negligible
73.7,3,0.1,7269.17114,12.3,409.9812523,Negligible
73.6,3,0.1,6222.982955,12.7,365.9113978,Negligible
73.4,3,0.1,5593.822995,12.9,297.5913833,Negligible
73.2,3,0.1,4955.477743,12.7,315.6639322,Negligible
73.1,3,0.1,4463.675893,12.1,264.2496129,Negligible
72.9,4,0.1,4167.364387,12,216.7029481,Negligible
72.7,4,0.1,3915.11546,11.9,210.2417002,Negligible
72.4,4,0.1,445.17471,11.6,23.37167228,Negligible
78.2,0,0.1,7716.2415,12.7,2051.748615,Negligible
77.9,0,0.1,7112.33575,12.4,1626.591186,Negligible
77.6,0,0.1,6541.7465,12.1,1259.940376,Negligible
77.3,0,0.1,6497.55443,11.8,1079.893546,Consumed
76.7,0,0.1,633.79498,11.6,91.13971812,Consumed
76.3,0,0.1,597.1659,11.8,100.503021,Consumed
75.9,0,0.1,5828.621374,11.8,1077.712092,Consumed
75.4,0,0.1,52.862285,11.9,6.491488598,Consumed
75,0,0.1,4428.522898,12,659.8499118,Consumed
74.3,0,0.1,3488.493769,12.1,620.9518909,Consumed
73.4,0,0.1,3853.33348,12.2,611.9093566,Consumed
72.7,0,0.1,3432.247841,11.8,491.4978908,Consumed
71.8,0,0.1,32.37239,12,4.299053392,Consumed
78,0,0.1,298.67598,11.8,41.30688803,Consumed
69.6,0,0.1,2182.99711,11.3,300.1621026,Consumed
57.8,52,1.6,825.5729915,8.2,46.56231672,Negligible
57.3,53,1.6,777.659139,8,36.86104319,Negligible
57.2,53,1.5,777.3476868,7.7,96.5465827,Negligible
56.8,54,1.5,835.88998,7.5,101.8113996,Negligible
56.5,54,1.5,78.377632,7.3,9.585584394,Negligible
56,55,1.6,697.153124,7.1,84.63438925,Negligible
55.5,55,1.6,689.6784228,5.8,102.1413744,Negligible
55,56,1.7,595.6368319,6.4,81.8405007,Negligible
54.3,57,1.8,521.6425796,6.1,67.70920683,Negligible
53.6,57,1.9,487.942556,5.8,60.21211141,Negligible
52.8,58,2,439.3572924,5.5,57.11644801,Negligible
52,59,2.2,391.791281,5.2,6.660451777,Negligible
63,8,0.9,1326.66882,8.5,80.92679802,Negligible
62.7,8,1.1,145.57838,8.2,8.88028118,Negligible
62.5,8,1.2,1364.283745,7.8,62.48419552,Negligible
62.2,8,1.2,1393.261593,7.7,79.27658464,Negligible
62,8,1.2,123.383675,7.6,8.353074798,Negligible
61.7,8,1.2,146.83851,7.1,11.14504291,Negligible
61.4,8,1.3,1167.535689,7.2,61.76263795,Negligible
61.2,8,1.3,113.3128,7.4,7.35400072,Negligible
69,8,1.3,944.134851,7.2,55.79836969,Negligible
66,8,1.3,697.7451989,7.2,55.12187071,Negligible
74.2,0,0.1,1153.93822,14.7,115.2784282,Negligible
74.1,0,0.1,9637.265,14.7,917.467628,Negligible
73.9,0,0.1,9291.227619,14.3,915.1859205,Negligible
73.6,0,0.1,9197.26972,14.1,918.807245,Consumed
73.3,0,0.2,8.376432,14,0.108055973,Consumed
72.8,0,0.1,7318.12641,13.8,624.2361828,Consumed
72.7,0,0.1,83.635,13.6,6.6489825,Consumed
72.9,0,0.1,6574.654338,13.5,582.5143743,Consumed
71.8,0,0.1,5695.969327,13.4,502.3844946,Consumed
72.1,0,0.1,5116.45424,13,479.9234077,Consumed
71.9,0,0.1,5229.876738,12.8,509.3899943,Consumed
71.5,0,0.1,4623.347642,12.6,407.779262,Consumed
71.5,0,0.1,3957.51296,12.5,369.6317105,Consumed
71.5,0,0.1,3792.182152,12.2,70.15536981,Consumed
71,0,0.1,3861.32414,12.1,336.3213326,Consumed
76.6,31,0.1,1452.27766,13.1,168.173753,Consumed
76.6,32,0.1,1298.86766,12.9,150.408875,Consumed
76.3,33,0.1,982.532572,12.7,112.696486,Consumed
76.1,34,0.1,9834.472689,12.6,1117.196097,Consumed
75.6,35,0.1,8959.581416,12.5,1033.039737,Consumed
75.7,36,0.1,7748.12331,12.5,881.7364327,Consumed
75.6,37,0.1,9689.52887,12.3,159.8772264,Consumed
76,38,0.1,933.341687,12.3,105.7476131,Consumed
75.8,40,0.1,8767.92258,12.2,980.2537444,Consumed
75.3,42,0.1,7986.798439,12.2,998.3498049,Consumed
75.4,44,0.1,7199.59665,12.1,920.8284115,Consumed
75,46,0.1,6751.998987,11.9,781.2062828,Consumed
75,49,0.1,716.8219,11.6,12.1859723,Consumed
75,52,0.1,731.378864,11.6,13.31109532,Consumed
74.8,55,0.1,672.92113,11.4,10.22840118,Consumed
68.4,1,0.1,4181.583321,14.8,281.0023992,Negligible
68.1,1,0.1,4385.379355,14.7,241.1958645,Negligible
67.8,1,0.1,4368.82248,14.7,253.8285861,Negligible
67.3,1,0.1,3769.595255,14.6,257.8403154,Negligible
66.3,1,0.1,265.353659,14.3,22.31624272,Consumed
66.9,1,0.1,1717.898761,13.8,134.1678932,Consumed
67.4,2,0.1,2139.625631,13.4,181.0123284,Consumed
65.9,2,0.1,1634.81431,13,126.698109,Consumed
65,2,0.1,1334.651896,12.7,122.1206485,Consumed
64.5,2,0.1,998.8226671,11.8,98.68367951,Consumed
64,2,0.1,797.8377432,11.2,73.24150483,Consumed
64,2,0.1,646.561295,10.5,56.05686428,Consumed
63.8,2,0.1,571.51883,10.1,55.60878216,Consumed
63.2,2,0.1,524.145924,9.4,61.84921903,Consumed
62.8,2,0.1,474.2133361,8.9,56.431387,Consumed
75.9,0,0.1,7378.345289,15.1,726.0291764,Negligible
75.8,0,0.1,7186.429787,15.1,707.144691,Negligible
75.6,0,0.1,6586.71929,15.1,648.1331781,Negligible
75.4,0,0.1,7318.742449,15.1,666.7374371,Consumed
75.3,0,0.1,6682.281158,15,635.4849381,Consumed
75,0,0.1,6698.79439,14.6,489.6818699,Consumed
74.6,0,0.1,7325.73474,14.2,709.1311228,Consumed
74.2,0,0.1,5957.145693,13.6,678.5188944,Consumed
73.8,0,0.1,4383.59597,13.2,595.7306923,Consumed
74.1,18,0.1,3154.513484,12.1,198.7343495,Negligible
73.9,18,0.1,3111.762887,12.1,179.8598949,Negligible
73.6,19,0.1,294.746728,11.6,19.15853732,Negligible
73.3,19,0.1,339.91616,11.2,22.0945504,Negligible
72.8,20,0.1,2834.2472,10.7,183.6592186,Negligible
72.3,20,0.1,2861.5545,10.5,188.2902861,Negligible
71.8,21,0.1,2884.94776,10.3,171.3658969,Negligible
71.4,21,0.1,2494.353552,10,157.6431445,Negligible
71,22,0.1,2191.478567,10,127.7632005,Negligible
77,22,0.1,213.755559,9.8,9.469371264,Negligible
72,23,0.1,1948.812275,9.6,100.3638322,Negligible
69.9,24,0.1,1721.973863,9.3,88.16506179,Negligible
69.5,25,0.1,1413.757176,8.8,66.72933871,Negligible
69,26,0.1,1336.775376,8.5,71.11645,Negligible
68.6,27,0.1,1332.382358,8,63.42140024,Negligible
56.7,61,4.1,623.2871141,9.1,54.91159475,Negligible
55.3,62,5.1,65.985681,9.1,5.813338496,Consumed
54.8,64,6.9,566.513873,9.2,49.90987221,Consumed
54.3,66,9.6,526.5313517,9.5,40.80617976,Negligible
54,69,10.8,419.2258149,9.3,5.743393664,Negligible
53.8,70,11.3,463.852618,9.2,39.75216936,Consumed
53.2,72,12.6,53.127719,8.8,0.796915785,Consumed
52.1,74,14.1,422.1461573,8.2,53.9502789,Negligible
51.2,78,16.3,385.7567141,7.9,58.59644487,Consumed
58,80,16.2,369.1545359,7.3,67.33378735,Consumed
54,82,15.9,336.3318145,7,46.58195631,Consumed
51,85,15.3,283.8911588,6.7,42.52689559,Consumed
49.8,87,14.5,262.884551,6.2,40.82597077,Consumed
49.5,90,13.4,256.4414872,5.8,37.82511936,Consumed
66.4,40,0.3,1262.893782,9.1,45.33788677,Negligible
66.2,42,0.4,1168.83947,9.1,38.33793462,Negligible
65.9,44,0.5,1171.58257,9.1,38.4279083,Negligible
65.6,47,0.5,1186.423937,9.1,21.23698847,Negligible
65.4,49,0.5,987.7365832,8.8,17.48293752,Negligible
65.2,52,0.6,741.777116,8.5,11.05247903,Negligible
59.2,59,0.6,643.951373,8.2,9.53048032,Negligible
64.5,58,0.6,41.451,8.1,0.5305728,Negligible
64.2,61,0.6,296.97284,8,4.632776304,Negligible
63.9,64,0.5,247.24276,7.9,2.793843188,Negligible
63.5,66,0.5,219.8156688,7.8,4.15451614,Negligible
63.2,69,0.5,219.782326,7.7,3.824212472,Negligible
65.9,2,2.2,5421.343953,11.7,751.3982719,Negligible
66.1,3,2.5,5488.131712,11.6,760.6550553,Negligible
65.8,3,3.7,5749.44752,11.5,796.8734263,Negligible
64.3,3,4.7,56.971392,11.5,7.896234931,Consumed
63,3,6.2,5191.58381,11.4,719.5535161,Consumed
69.6,18,0.1,76.2386977,12.4,8.523486403,Negligible
69.3,19,0.1,688.6172788,12.3,80.15505125,Negligible
68.9,20,0.2,681.7925868,12.3,80.58788376,Negligible
68.4,22,0.2,692.1166842,12,112.1229028,Negligible
68,23,0.2,592.1835216,11.1,84.62302524,Negligible
67.5,25,0.2,48.7299,10.5,6.19357029,Negligible
67,27,0.2,473.844449,10.1,70.27113179,Negligible
66.6,29,0.2,393.8843518,10,52.22906505,Negligible
66,31,0.2,348.6314534,9.6,45.87989927,Negligible
65.4,33,0.2,317.89198,9.4,4.259752532,Negligible
64.7,35,0.2,287.4156,9.3,31.93187316,Negligible
64.3,38,0.1,253.72412,9.2,2.79096532,Negligible
74.5,2,0.1,1975.46477,11.6,473.1238124,Consumed
73.9,2,0.1,1847.19849,11.5,366.4841804,Consumed
73.9,2,0.1,1792.3845,11.5,334.8174246,Consumed
74.5,3,0.1,1682.957924,11.5,321.6132593,Consumed
73.2,3,0.1,1526.497938,11.4,302.7045411,Consumed
73.2,3,0.2,1464.497754,11.3,292.753101,Consumed
72.5,3,0.2,1518.85386,11.1,275.064434,Consumed
72.5,3,0.2,1344.31871,11,253.0007812,Consumed
73,3,0.3,124.992617,11,21.41123529,Consumed
71.2,3,0.3,1175.116225,11,218.5716179,Consumed
71,4,0.3,191.55157,11,36.81621175,Consumed
76,4,0.3,115.565314,11,2.542436908,Consumed
75,4,0.4,11.147277,10.7,2.092343893,Consumed
73,4,0.4,143.6758,10.4,22.35595448,Consumed
